일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2025-07-04,김포(441),X,,29.4,26.2,24.7,,X,관심,O,낮음
2025-07-04,하남(444),X,28.3,,,,,O,경고,X,낮음
2025-07-04,의왕(445),X,30.2,29.0,26.0,23.8,79.0,O,주의,X,낮음
2025-07-04,포천(504),X,29.5,27.0,25.7,23.8,87.0,O,주의,X,낮음
2025-07-04,가평조종(505),X,29.2,27.0,24.8,22.7,94.0,O,경고,X,낮음
2025-07-04,안성(516),X,32.2,31.2,27.1,23.1,79.0,O,경고,X,낮음
2025-07-04,간성(517),X,31.7,32.0,28.0,25.0,62.0,O,주의,O,낮음
2025-07-04,평창(526),X,28.6,27.7,24.5,21.1,79.0,X,관심,X,낮음
2025-07-04,의정부(532),X,30.1,28.1,26.3,24.2,81.0,O,주의,O,낮음
2025-07-04,횡성(536),X,29.7,28.6,25.6,21.9,80.0,O,주의,X,낮음
2025-07-04,고양(540),X,31.0,29.5,25.8,24.1,84.0,O,주의,X,낮음
2025-07-04,남양주(541),X,32.9,32.3,27.6,25.0,74.0,O,주의,O,낮음
2025-07-04,안산(545),X,31.6,30.1,26.4,22.6,86.0,O,주의,X,낮음
2025-07-04,경기광주(546),X,31.0,30.0,26.1,22.5,80.0,O,경고,X,낮음
2025-07-04,여주(548),X,31.0,30.0,26.4,22.6,79.0,O,경고,X,낮음
2025-07-04,용인(549),X,31.6,30.8,27.0,24.0,77.0,O,경고,O,낮음
2025-07-04,오산(550),X,31.6,30.7,26.4,22.7,81.0,O,주의,X,낮음
2025-07-04,평택(551),X,31.8,30.6,26.8,23.7,82.0,O,주의,X,낮음
2025-07-04,화천(555),X,29.1,27.6,24.4,22.7,91.0,O,주의,X,낮음
2025-07-04,양구(556),X,27.9,26.5,24.4,22.9,82.0,O,주의,X,낮음
2025-07-04,시흥(565),X,31.6,30.4,26.7,24.6,81.0,O,주의,O,낮음
2025-07-04,구리(569),X,31.6,31.2,27.2,24.3,73.0,O,주의,O,낮음
2025-07-04,화성(571),X,31.3,30.2,26.7,24.3,80.0,O,주의,X,낮음
2025-07-04,성남(572),X,31.0,30.4,27.2,24.7,74.0,O,주의,O,낮음
2025-07-04,과천(590),X,31.9,30.9,26.9,25.0,78.0,O,주의,O,낮음
2025-07-04,양주(598),X,29.6,26.9,25.7,24.3,86.0,O,주의,O,낮음
2025-07-04,단양(601),X,30.4,29.9,25.6,21.9,78.0,O,주의,X,낮음
2025-07-04,진천(602),X,30.7,29.8,26.3,22.1,78.0,O,주의,X,낮음
2025-07-04,괴산(603),X,31.2,30.4,26.4,21.5,76.0,O,주의,X,낮음
2025-07-04,옥천(604),X,32.5,31.9,27.5,22.5,75.0,O,경고,X,낮음
2025-07-04,홍북(608),X,,,,,,O,주의,X,낮음
2025-07-04,공주(612),X,31.3,30.5,26.8,23.8,78.0,O,경고,X,낮음
2025-07-04,서천(614),X,30.7,29.0,26.5,23.5,85.0,O,주의,X,낮음
2025-07-04,논산(615),X,31.4,30.4,26.8,23.3,76.0,O,경고,X,낮음
2025-07-04,당진(616),X,31.5,29.7,26.4,24.9,85.0,O,주의,X,낮음
2025-07-04,청양(618),X,31.9,31.0,26.1,22.0,81.0,O,주의,X,낮음
2025-07-04,음성(619),X,31.2,29.7,26.1,22.7,81.0,O,주의,X,낮음
2025-07-04,증평(623),X,30.6,29.9,26.6,23.4,75.0,O,주의,X,낮음
2025-07-04,태안(627),X,30.4,27.9,25.9,24.4,91.0,O,주의,X,낮음
2025-07-04,예산(628),X,31.1,30.0,26.7,23.7,81.0,O,주의,X,낮음
2025-07-04,아산(634),O,33.0,32.0,27.2,24.0,79.0,O,경고,X,낮음
2025-07-04,계룡(636),X,31.0,29.8,26.2,22.9,81.0,O,주의,X,낮음
2025-07-04,연천청산(652),X,28.5,26.7,25.0,23.1,85.0,O,주의,X,낮음
2025-07-04,양양(670),X,30.1,29.6,28.4,26.6,62.0,O,경고,O,낮음
2025-07-04,무안(699),X,32.1,31.4,26.8,23.4,82.0,O,경고,X,낮음
2025-07-04,무주(701),X,31.2,31.8,26.3,20.1,70.0,O,주의,X,낮음
2025-07-04,익산(702),X,32.1,30.7,27.2,23.2,80.0,O,주의,X,낮음
2025-07-04,진안(703),X,30.6,30.5,25.4,19.1,76.0,O,주의,X,낮음
2025-07-04,담양(706),X,32.3,31.6,27.1,23.4,81.0,O,경고,X,낮음
2025-07-04,구례(709),O,33.5,32.7,27.3,21.6,80.0,O,경고,X,낮음
2025-07-04,나주(710),O,33.0,32.4,26.8,22.5,80.0,O,경고,X,낮음
2025-07-04,순천시(712),O,33.4,32.3,27.3,22.7,76.0,O,경고,X,낮음
2025-07-04,광양읍(713),O,34.6,34.2,27.8,21.9,78.0,O,경고,X,낮음
2025-07-04,장성(730),O,33.0,32.7,27.7,23.5,77.0,O,경고,X,낮음
2025-07-04,영암(731),X,32.7,31.7,27.0,22.8,81.0,O,경고,X,낮음
2025-07-04,보성(732),X,31.7,31.1,25.4,20.1,82.0,O,경고,X,낮음
2025-07-04,완주(734),X,32.4,31.9,26.7,21.5,79.0,O,경고,X,낮음
2025-07-04,김제(737),X,32.7,31.5,27.5,24.1,78.0,O,경고,X,낮음
2025-07-04,화순(741),X,32.9,32.3,26.5,20.7,78.0,O,경고,X,낮음
2025-07-04,함평(754),X,32.2,31.7,27.1,23.5,80.0,O,주의,X,낮음
2025-07-04,곡성(768),O,33.6,33.7,26.4,20.2,80.0,O,경고,X,낮음
2025-07-04,압해도(789),X,31.6,29.9,26.4,24.1,87.0,O,주의,X,낮음
2025-07-04,영양(801),X,31.6,32.0,26.6,21.3,70.0,O,주의,X,낮음
2025-07-04,성주(810),O,33.4,34.3,27.8,23.1,75.0,O,경고,X,낮음
2025-07-04,고령(812),O,33.4,35.7,28.9,23.3,70.0,O,경고,X,낮음
2025-07-04,청도(813),O,33.3,34.8,28.8,23.0,70.0,O,경고,X,낮음
2025-07-04,예천(815),X,31.7,32.5,27.3,22.7,71.0,O,경고,X,낮음
2025-07-04,김천(822),O,33.1,33.9,27.3,21.8,70.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,군위(823),O,33.0,33.5,27.3,22.7,79.0,O,경고,X,낮음
2025-07-04,칠곡(825),O,33.6,34.4,28.4,24.4,73.0,O,경고,X,낮음
2025-07-04,경산(827),O,33.7,36.5,30.4,25.8,61.0,O,경고,O,낮음
2025-07-04,삼척(876),O,33.3,36.2,30.6,27.8,49.0,O,경고,O,낮음
2025-07-04,속초(90),X,31.9,32.0,29.1,25.2,56.9,O,주의,O,낮음
2025-07-04,삼천포(907),X,32.4,31.3,26.4,22.6,82.0,O,경고,X,낮음
2025-07-04,고성(918),X,31.7,30.5,26.4,22.7,85.0,O,경고,X,낮음
2025-07-04,창녕(919),O,34.4,35.7,29.7,24.4,66.0,O,경고,X,낮음
2025-07-04,함안(920),O,34.3,34.2,28.2,23.1,74.0,O,경고,X,낮음
2025-07-04,북춘천(93),X,29.4,28.0,25.1,23.0,89.0,O,주의,X,낮음
2025-07-04,하동(932),O,33.8,34.4,28.1,22.7,71.0,O,경고,X,낮음
2025-07-04,철원(95),X,28.3,26.4,24.6,23.3,91.5,O,주의,X,낮음
2025-07-04,동두천(98),X,29.3,26.2,25.2,23.5,91.3,O,주의,X,낮음
2025-07-04,파주(99),X,29.0,25.8,24.8,23.8,94.0,O,주의,X,낮음
2025-07-05,북강릉(104),O,35.7,36.7,30.8,24.8,61.0,O,경고,O,낮음
2025-07-05,동해(106),O,35.5,36.7,31.2,26.1,56.3,O,경고,O,낮음
2025-07-05,서울(108),X,32.8,32.3,28.4,26.0,72.9,O,주의,O,낮음
2025-07-05,인천(112),X,31.1,29.3,26.6,25.0,85.5,O,주의,O,낮음
2025-07-05,원주(114),X,32.8,32.3,28.0,25.7,71.6,O,주의,O,낮음
2025-07-05,울릉도(115),X,32.2,30.9,28.9,26.4,68.3,O,주의,O,낮음
2025-07-05,수원(119),X,32.0,31.6,27.7,24.9,74.0,O,주의,O,낮음
2025-07-05,영월(121),X,32.4,32.0,26.5,23.7,78.6,O,주의,X,낮음
2025-07-05,충주(127),X,32.4,32.3,27.8,24.1,71.8,O,경고,X,낮음
2025-07-05,서산(129),X,31.8,30.6,27.0,25.1,87.3,O,주의,O,낮음
2025-07-05,울진(130),O,35.6,36.8,29.8,27.5,61.4,O,경고,O,낮음
2025-07-05,청주(131),X,32.8,33.1,28.9,25.3,66.4,O,경고,O,낮음
2025-07-05,대전(133),O,33.1,33.1,28.6,24.8,71.1,O,경고,O,낮음
2025-07-05,추풍령(135),X,31.9,31.8,27.1,23.7,72.4,O,경고,X,낮음
2025-07-05,안동(136),O,33.7,33.9,28.4,24.1,69.9,O,경고,X,낮음
2025-07-05,상주(137),O,33.4,33.0,28.6,25.0,71.4,O,경고,O,낮음
2025-07-05,포항(138),O,34.3,36.4,31.5,27.6,51.9,O,경고,O,낮음
2025-07-05,군산(140),X,31.9,31.3,27.7,24.3,77.1,O,주의,O,낮음
2025-07-05,대구(143),O,34.9,36.4,30.6,25.5,59.0,O,경고,O,낮음
2025-07-05,전주(146),O,33.7,33.8,28.6,25.2,71.3,O,경고,O,낮음
2025-07-05,울산(152),O,33.8,35.2,30.1,25.7,60.3,X, ,O,낮음
2025-07-05,창원(155),O,33.7,33.3,27.8,22.8,77.4,O,경고,X,낮음
2025-07-05,광주(156),O,33.9,33.6,28.5,24.9,73.9,O,경고,O,낮음
2025-07-05,부산(159),X,32.3,31.8,27.8,25.1,73.5,X, ,O,낮음
2025-07-05,통영(162),X,31.2,30.6,26.8,23.2,70.0,O,주의,X,낮음
2025-07-05,목포(165),X,32.2,31.2,28.0,25.9,80.8,O,주의,O,낮음
2025-07-05,여수(168),X,31.0,29.4,26.8,24.5,83.4,O,경고,O,낮음
2025-07-05,흑산도(169),X,32.5,30.5,25.4,23.1,92.3,X,관심,X,낮음
2025-07-05,완도(170),X,32.9,32.0,28.7,26.1,77.5,O,경고,O,낮음
2025-07-05,고창(172),O,33.2,32.7,28.2,24.9,76.1,O,주의,O,낮음
2025-07-05,제주(184),O,34.2,34.1,29.1,25.4,67.0,O,경고,O,낮음
2025-07-05,진주(192),O,34.1,33.5,28.0,22.6,77.9,O,경고,X,낮음
2025-07-05,양평(202),X,31.9,31.5,27.2,24.8,75.5,O,경고,X,낮음
2025-07-05,이천(203),O,33.0,32.3,28.1,24.9,74.9,O,경고,O,낮음
2025-07-05,인제(211),X,29.9,28.5,25.6,23.3,81.4,O,주의,X,낮음
2025-07-05,홍천(212),X,31.8,31.2,27.0,24.3,76.6,O,주의,X,낮음
2025-07-05,태백(216),X,30.3,30.4,25.5,22.3,69.3,X,관심,X,낮음
2025-07-05,정선군(217),X,32.7,32.9,26.9,23.7,69.4,O,주의,X,낮음
2025-07-05,제천(221),X,31.2,30.8,26.0,22.6,80.9,O,주의,X,낮음
2025-07-05,보은(226),X,31.7,31.4,26.2,21.6,80.4,O,주의,X,낮음
2025-07-05,천안(232),X,32.5,31.8,26.9,22.2,79.3,O,주의,X,낮음
2025-07-05,보령(235),X,32.0,30.4,27.4,25.4,84.0,O,주의,O,낮음
2025-07-05,부여(236),X,32.5,31.7,27.5,24.4,79.0,O,경고,O,낮음
2025-07-05,금산(238),O,33.0,32.9,27.6,22.4,76.1,O,경고,X,낮음
2025-07-05,세종(239),X,32.4,31.9,27.3,24.4,76.0,O,경고,X,낮음
2025-07-05,부안(243),O,33.0,33.0,28.2,24.9,74.4,O,주의,O,낮음
2025-07-05,임실(244),X,32.6,32.6,26.3,21.1,79.8,O,경고,X,낮음
2025-07-05,정읍(245),O,34.0,34.1,28.4,23.9,75.0,O,경고,O,낮음
2025-07-05,남원(247),O,33.7,33.6,28.1,22.6,74.9,O,경고,X,낮음
2025-07-05,장수(248),X,31.7,31.6,25.3,19.3,79.8,O,주의,X,낮음
2025-07-05,영광군(252),O,33.2,32.9,28.5,24.9,74.4,O,경고,O,낮음
2025-07-05,김해시(253),O,34.9,34.5,28.8,23.7,76.0,O,경고,X,낮음
2025-07-05,순창군(254),O,33.7,34.7,27.8,23.1,72.5,O,경고,X,낮음
2025-07-05,양산시(257),O,34.1,34.0,29.1,24.4,74.3,O,경고,O,낮음
2025-07-05,강진군(259),O,34.5,34.2,28.5,24.0,77.9,O,경고,O,낮음
2025-07-05,장흥(260),O,33.1,33.2,28.2,23.5,77.4,O,경고,O,낮음
2025-07-05,해남(261),X,32.6,31.3,28.1,25.5,84.9,O,주의,O,낮음
2025-07-05,고흥(262),O,33.6,32.8,27.7,23.0,79.9,O,경고,O,낮음
2025-07-05,의령군(263),O,34.2,34.2,28.3,22.6,75.1,O,경고,X,낮음
2025-07-05,함양군(264),O,33.2,33.9,28.9,25.3,66.1,O,경고,X,낮음
2025-07-05,진도군ASOS(268),X,32.1,30.9,27.7,25.4,82.4,O,주의,O,낮음
2025-07-05,봉화(271),X,32.1,32.2,26.3,21.1,73.0,O,경고,X,낮음
2025-07-05,영주(272),X,31.7,31.7,27.6,24.1,68.3,O,주의,X,낮음
2025-07-05,문경(273),X,32.9,32.8,27.9,23.5,70.5,O,주의,X,낮음
2025-07-05,청송군(276),O,33.4,35.2,29.0,23.5,59.3,O,경고,X,낮음
2025-07-05,영덕(277),O,34.2,35.0,30.3,26.3,58.5,O,경고,X,낮음
2025-07-05,의성(278),O,33.6,34.4,28.1,22.4,73.9,O,경고,X,낮음
2025-07-05,구미(279),O,34.5,35.4,29.1,23.5,66.9,O,경고,X,낮음
2025-07-05,영천(281),O,34.3,35.3,29.6,24.6,63.3,O,경고,O,낮음
2025-07-05,경주시(283),O,35.2,37.3,31.3,26.6,57.4,O,경고,O,낮음
2025-07-05,거창(284),O,34.4,34.4,27.7,21.1,70.1,O,경고,X,낮음
2025-07-05,합천(285),O,35.3,36.6,29.5,23.2,71.9,O,경고,X,낮음
2025-07-05,밀양(288),O,36.1,37.0,30.3,24.5,68.1,O,경고,X,낮음
2025-07-05,산청(289),O,34.5,35.0,28.2,22.4,73.9,O,경고,X,낮음
2025-07-05,거제(294),X,32.0,31.1,27.1,24.6,77.6,O,경고,X,낮음
2025-07-05,남해(295),X,32.9,32.3,28.1,23.8,73.8,O,주의,O,낮음
2025-07-05,부천(433),X,31.2,31.1,26.4,24.3,73.0,O,주의,X,낮음
2025-07-05,안양(434),X,29.9,31.3,27.8,25.4,,O,주의,O,낮음
2025-07-05,광명(437),O,33.3,33.5,28.9,26.0,70.0,O,주의,O,낮음
2025-07-05,군포(438),X,32.3,32.5,27.9,24.9,71.0,O,주의,O,낮음
2025-07-05,김포(441),X,,31.7,27.4,25.2,,X,관심,O,낮음
2025-07-05,하남(444),X,,,,,,O,경고,X,낮음
2025-07-05,의왕(445),X,31.8,31.5,27.2,24.4,74.0,O,주의,X,낮음
2025-07-05,포천(504),X,32.5,31.4,27.2,24.8,80.0,O,주의,O,낮음
2025-07-05,가평조종(505),X,32.1,31.0,26.9,24.0,85.0,O,경고,X,낮음
2025-07-05,안성(516),O,34.0,33.6,28.5,24.3,75.0,O,경고,X,낮음
2025-07-05,간성(517),O,33.0,33.7,30.3,25.4,58.0,O,주의,O,낮음
2025-07-05,평창(526),X,31.0,30.7,25.2,22.1,79.0,X,관심,X,낮음
2025-07-05,의정부(532),X,32.6,31.6,27.8,25.2,75.0,O,주의,O,낮음
2025-07-05,횡성(536),X,32.3,31.8,26.6,23.5,77.0,O,주의,X,낮음
2025-07-05,고양(540),O,33.7,32.8,27.5,24.8,79.0,O,주의,X,낮음
2025-07-05,남양주(541),O,33.9,33.7,28.9,26.1,72.0,O,주의,O,낮음
2025-07-05,안산(545),O,33.3,32.9,27.9,23.8,79.0,O,주의,X,낮음
2025-07-05,경기광주(546),X,31.7,30.9,27.0,24.6,78.0,O,경고,X,낮음
2025-07-05,여주(548),O,33.0,32.5,27.6,24.6,75.0,O,경고,X,낮음
2025-07-05,용인(549),O,33.0,32.9,28.0,25.0,73.0,O,경고,O,낮음
2025-07-05,오산(550),X,32.6,31.9,27.2,23.9,77.0,O,주의,X,낮음
2025-07-05,평택(551),X,32.6,32.2,27.8,24.6,79.0,O,주의,O,낮음
2025-07-05,화천(555),X,31.9,30.1,26.0,23.6,89.0,O,주의,X,낮음
2025-07-05,양구(556),X,30.5,28.9,25.6,22.9,85.0,O,주의,X,낮음
2025-07-05,시흥(565),X,32.7,32.0,28.1,25.2,76.0,O,주의,O,낮음
2025-07-05,구리(569),O,33.3,33.4,28.3,25.6,69.0,O,주의,O,낮음
2025-07-05,화성(571),O,33.0,32.8,28.1,24.6,75.0,O,주의,O,낮음
2025-07-05,성남(572),X,32.2,32.0,28.1,25.9,71.0,O,주의,O,낮음
2025-07-05,과천(590),O,33.6,33.3,28.0,25.3,74.0,O,주의,O,낮음
2025-07-05,양주(598),X,32.8,31.9,27.3,24.9,80.0,O,주의,X,낮음
2025-07-05,단양(601),X,31.6,31.5,26.8,23.6,75.0,O,주의,X,낮음
2025-07-05,진천(602),X,32.3,32.3,26.9,23.0,76.0,O,주의,X,낮음
2025-07-05,괴산(603),X,32.6,32.5,27.4,23.3,76.0,O,주의,X,낮음
2025-07-05,옥천(604),O,33.5,33.4,27.7,22.6,75.0,O,경고,X,낮음
2025-07-05,홍북(608),X,,,,,,O,주의,X,낮음
2025-07-05,공주(612),X,32.5,32.1,27.5,24.1,77.0,O,경고,X,낮음
2025-07-05,서천(614),X,31.4,29.9,26.9,24.0,84.0,O,주의,O,낮음
2025-07-05,논산(615),X,32.4,32.0,27.4,23.3,76.0,O,경고,O,낮음
2025-07-05,당진(616),X,32.5,31.4,27.3,24.7,83.0,O,주의,X,낮음
2025-07-05,청양(618),O,33.1,33.0,27.4,23.1,78.0,O,주의,X,낮음
2025-07-05,음성(619),X,32.4,31.6,27.1,22.7,80.0,O,주의,X,낮음
2025-07-05,증평(623),X,32.0,31.9,27.5,23.6,73.0,O,주의,X,낮음
2025-07-05,태안(627),X,31.7,29.5,26.5,24.7,90.0,O,주의,O,낮음
2025-07-05,예산(628),X,32.5,32.1,27.7,24.5,78.0,O,주의,O,낮음
2025-07-05,아산(634),O,34.6,34.8,28.3,23.8,77.0,O,경고,X,낮음
2025-07-05,계룡(636),X,32.0,31.3,27.1,23.4,80.0,O,주의,O,낮음
2025-07-05,연천청산(652),X,32.1,31.4,26.8,24.4,79.0,O,주의,X,낮음
2025-07-05,양양(670),X,32.8,32.8,30.1,27.7,63.0,O,경고,O,낮음
2025-07-05,무안(699),X,32.9,32.2,27.9,23.7,79.0,O,경고,O,낮음
2025-07-05,무주(701),X,32.2,32.7,26.3,20.8,73.0,O,주의,X,낮음
2025-07-05,익산(702),O,33.2,32.1,27.7,24.1,79.0,O,주의,O,낮음
2025-07-05,진안(703),X,31.5,31.2,25.6,21.0,80.0,O,주의,X,낮음
2025-07-05,담양(706),O,34.0,32.7,28.0,24.0,80.0,O,경고,O,낮음
2025-07-05,구례(709),O,34.0,33.3,28.0,23.3,80.0,O,경고,X,낮음
2025-07-05,나주(710),O,33.2,32.8,27.6,22.7,80.0,O,경고,O,낮음
2025-07-05,순천시(712),O,33.7,32.7,28.4,23.6,73.0,O,경고,O,낮음
2025-07-05,광양읍(713),O,35.7,35.8,28.5,21.9,76.0,O,경고,X,낮음
2025-07-05,장성(730),O,33.9,33.7,28.5,24.2,76.0,O,경고,O,낮음
2025-07-05,영암(731),O,33.1,32.2,27.9,23.1,80.0,O,경고,O,낮음
2025-07-05,보성(732),X,31.9,31.5,26.3,21.7,82.0,O,경고,X,낮음
2025-07-05,완주(734),O,33.8,33.4,27.4,22.2,79.0,O,경고,X,낮음
2025-07-05,김제(737),O,33.7,33.3,27.7,24.9,81.0,O,경고,O,낮음
2025-07-05,화순(741),O,33.9,34.1,27.6,21.9,77.0,O,경고,O,낮음
2025-07-05,함평(754),O,33.1,32.8,28.0,23.8,77.0,O,주의,O,낮음
2025-07-05,곡성(768),O,34.4,34.9,27.1,21.6,81.0,O,경고,X,낮음
2025-07-05,압해도(789),X,31.9,30.6,27.3,24.2,85.0,O,주의,O,낮음
2025-07-05,영양(801),O,33.6,34.0,27.4,21.6,73.0,O,주의,X,낮음
2025-07-05,성주(810),O,35.2,35.0,28.0,21.3,72.0,O,경고,X,낮음
2025-07-05,고령(812),O,34.7,35.8,28.1,21.7,76.0,O,경고,X,낮음
2025-07-05,청도(813),O,34.5,35.4,28.9,23.1,72.0,O,경고,X,낮음
2025-07-05,예천(815),O,34.0,34.5,28.1,23.4,71.0,O,경고,X,낮음
2025-07-05,김천(822),O,33.9,34.5,27.7,20.6,70.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,군위(823),O,34.5,34.5,27.8,22.8,78.0,O,경고,X,낮음
2025-07-05,칠곡(825),O,34.6,35.1,29.1,22.9,75.0,O,경고,X,낮음
2025-07-05,경산(827),O,35.1,36.5,30.6,25.0,63.0,O,경고,O,낮음
2025-07-05,삼척(876),O,35.7,37.4,32.2,27.0,52.0,O,경고,O,낮음
2025-07-05,속초(90),O,34.0,35.0,30.6,25.7,59.3,O,주의,O,낮음
2025-07-05,삼천포(907),O,33.0,32.0,26.5,22.2,81.0,O,경고,X,낮음
2025-07-05,고성(918),X,32.0,30.4,26.5,22.4,85.0,O,경고,X,낮음
2025-07-05,창녕(919),O,35.4,36.1,30.0,24.1,67.0,O,경고,X,낮음
2025-07-05,함안(920),O,34.6,34.0,28.6,22.8,74.0,O,경고,X,낮음
2025-07-05,북춘천(93),X,32.2,31.2,27.2,24.4,82.9,O,주의,O,낮음
2025-07-05,하동(932),O,34.1,34.8,28.8,22.5,71.0,O,경고,X,낮음
2025-07-05,철원(95),X,31.6,29.9,26.3,24.1,86.5,O,주의,X,낮음
2025-07-05,동두천(98),X,32.0,30.4,26.6,24.8,86.6,O,주의,X,낮음
2025-07-05,파주(99),X,31.8,30.1,26.2,24.2,88.8,O,주의,X,낮음
2025-07-06,북강릉(104),O,36.9,37.9,31.4,27.1,61.5,O,경고,O,낮음
2025-07-06,동해(106),O,36.5,38.3,31.6,27.0,56.8,O,경고,O,낮음
