일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2025-07-02,청양(618),O,33.7,33.0,27.2,23.1,83.0,O,주의,X,낮음
2025-07-02,음성(619),O,33.7,32.3,27.3,23.9,86.0,O,주의,X,낮음
2025-07-02,증평(623),O,33.2,32.8,27.8,23.8,78.0,O,주의,X,낮음
2025-07-02,태안(627),X,31.8,29.2,26.2,24.2,93.0,O,관심,X,낮음
2025-07-02,예산(628),X,32.9,31.9,28.0,25.2,81.0,O,관심,X,낮음
2025-07-02,아산(634),O,35.0,34.4,28.8,24.8,79.0,O,주의,X,낮음
2025-07-02,계룡(636),O,33.1,32.3,26.7,21.5,85.0,O,주의,X,낮음
2025-07-02,연천청산(652),X,32.3,31.7,27.2,24.2,80.0,O,관심,X,낮음
2025-07-02,양양(670),O,33.1,33.2,30.6,27.7,60.0,O,경고,O,낮음
2025-07-02,무안(699),O,33.8,33.3,28.6,24.2,79.0,O,주의,X,낮음
2025-07-02,무주(701),O,33.2,33.3,27.9,22.6,76.0,O,주의,X,낮음
2025-07-02,익산(702),O,33.8,32.7,28.8,24.7,77.0,O,주의,O,낮음
2025-07-02,진안(703),O,33.1,32.7,26.9,21.4,81.0,O,주의,X,낮음
2025-07-02,담양(706),O,35.1,34.2,28.9,23.9,81.0,O,경고,X,낮음
2025-07-02,구례(709),O,35.8,35.1,29.9,25.0,80.0,O,경고,O,낮음
2025-07-02,나주(710),O,34.0,34.0,28.7,23.5,77.0,O,경고,X,낮음
2025-07-02,순천시(712),O,34.0,33.0,29.1,25.4,77.0,O,경고,O,낮음
2025-07-02,광양읍(713),O,35.7,35.3,30.1,25.6,79.0,O,경고,X,낮음
2025-07-02,장성(730),O,35.2,34.8,28.9,23.6,78.0,O,경고,X,낮음
2025-07-02,영암(731),O,34.3,33.6,28.5,24.3,81.0,O,경고,X,낮음
2025-07-02,보성(732),O,33.0,31.9,27.3,23.8,84.0,O,경고,X,낮음
2025-07-02,완주(734),O,35.0,34.4,27.6,22.6,82.0,O,경고,X,낮음
2025-07-02,김제(737),O,34.4,33.1,28.7,25.2,81.0,O,주의,X,낮음
2025-07-02,화순(741),O,34.9,34.7,28.9,23.3,76.0,O,경고,X,낮음
2025-07-02,함평(754),O,34.0,34.3,28.8,24.5,78.0,O,주의,X,낮음
2025-07-02,곡성(768),O,35.8,35.3,28.7,22.9,81.0,O,경고,X,낮음
2025-07-02,압해도(789),X,32.8,31.5,27.4,24.4,85.0,O,주의,X,낮음
2025-07-02,영양(801),O,33.9,34.1,27.9,22.6,78.0,O,주의,X,낮음
2025-07-02,성주(810),O,35.6,35.3,29.4,24.2,77.0,O,경고,O,낮음
2025-07-02,고령(812),O,36.0,36.1,29.7,24.4,82.0,O,경고,O,낮음
2025-07-02,청도(813),O,35.6,35.8,30.1,24.9,77.0,O,경고,O,낮음
2025-07-02,예천(815),O,35.1,35.0,29.4,23.8,74.0,O,경고,X,낮음
2025-07-02,김천(822),O,34.9,35.2,29.2,23.1,73.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,군위(823),O,35.4,35.2,29.5,24.5,77.0,O,경고,X,낮음
2025-07-02,칠곡(825),O,35.5,35.5,30.3,25.3,77.0,O,경고,O,낮음
2025-07-02,경산(827),O,35.6,36.7,31.0,26.3,68.0,O,경고,O,낮음
2025-07-02,삼척(876),O,36.2,37.9,32.5,28.6,51.0,O,경고,O,낮음
2025-07-02,속초(90),O,33.4,34.0,31.4,27.9,53.0,O,주의,O,낮음
2025-07-02,삼천포(907),X,32.4,30.6,26.5,23.5,88.0,O,주의,X,낮음
2025-07-02,고성(918),O,33.2,31.6,28.0,25.0,85.0,O,주의,X,낮음
2025-07-02,창녕(919),O,36.2,36.5,31.1,25.9,71.0,O,경고,O,낮음
2025-07-02,함안(920),O,35.9,35.5,29.9,25.7,75.0,O,경고,X,낮음
2025-07-02,북춘천(93),X,32.6,31.9,27.9,24.5,81.8,O,주의,X,낮음
2025-07-02,하동(932),O,34.6,35.1,29.3,24.6,73.0,O,경고,X,낮음
2025-07-02,철원(95),X,32.1,31.2,26.2,22.5,87.5,O,관심,X,낮음
2025-07-02,동두천(98),X,31.9,30.6,27.2,25.2,86.1,O,관심,O,낮음
2025-07-02,파주(99),X,32.0,29.7,26.4,25.0,91.5,O,관심,X,낮음
2025-07-03,북강릉(104),O,33.7,33.7,30.1,27.5,62.1,O,경고,O,낮음
2025-07-03,동해(106),O,34.0,34.7,28.8,25.5,68.4,O,경고,O,낮음
2025-07-03,서울(108),X,32.4,32.0,28.3,26.5,75.5,O,주의,O,낮음
2025-07-03,인천(112),X,30.9,29.0,26.1,25.1,90.1,O,주의,X,낮음
2025-07-03,원주(114),X,32.2,32.0,28.5,25.9,73.5,O,주의,X,낮음
2025-07-03,울릉도(115),O,33.1,31.9,28.9,26.6,72.0,O,주의,O,낮음
2025-07-03,수원(119),X,31.9,31.5,27.4,25.3,76.1,O,주의,X,낮음
2025-07-03,영월(121),X,32.1,31.6,27.0,23.3,79.1,O,주의,X,낮음
2025-07-03,충주(127),X,32.2,32.0,28.1,25.0,74.0,O,경고,X,낮음
2025-07-03,서산(129),X,31.5,29.8,26.7,24.4,87.5,O,주의,O,낮음
2025-07-03,울진(130),O,35.9,37.8,31.3,26.8,59.8,O,경고,O,낮음
2025-07-03,청주(131),X,32.7,33.2,29.3,26.0,63.3,O,경고,O,낮음
2025-07-03,대전(133),X,32.7,32.6,28.6,25.3,69.1,O,경고,X,낮음
2025-07-03,추풍령(135),X,32.1,31.9,27.1,23.1,76.0,O,경고,X,낮음
2025-07-03,안동(136),O,33.5,33.3,28.5,25.3,74.0,O,경고,X,낮음
2025-07-03,상주(137),O,33.5,32.9,28.9,25.8,71.3,O,경고,X,낮음
2025-07-03,포항(138),O,34.9,36.7,31.7,28.1,58.9,O,경고,O,낮음
2025-07-03,군산(140),X,32.0,31.5,27.4,24.8,79.9,O,주의,X,낮음
2025-07-03,대구(143),O,35.1,36.0,31.2,27.1,62.6,O,경고,O,낮음
2025-07-03,전주(146),O,33.5,34.1,29.0,25.7,71.5,O,경고,X,낮음
2025-07-03,울산(152),O,34.4,35.0,30.6,25.8,64.6,X, ,X,낮음
2025-07-03,창원(155),O,34.8,34.0,28.5,24.8,77.3,O,경고,X,낮음
2025-07-03,광주(156),O,34.3,34.3,28.9,25.4,71.3,O,경고,X,낮음
2025-07-03,부산(159),X,32.6,31.4,28.0,25.8,74.9,X, ,O,낮음
2025-07-03,통영(162),X,31.4,31.5,26.8,23.3,71.8,O,주의,X,낮음
2025-07-03,목포(165),X,32.3,31.0,27.7,24.8,81.0,O,주의,X,낮음
2025-07-03,여수(168),X,31.4,30.5,27.2,24.4,79.9,O,주의,X,낮음
2025-07-03,흑산도(169),X,32.5,30.7,24.9,21.7,91.1,X, ,X,낮음
2025-07-03,완도(170),O,33.8,33.4,28.4,24.4,75.3,O,경고,O,낮음
2025-07-03,고창(172),X,32.9,33.4,28.5,24.7,72.6,O,주의,X,낮음
2025-07-03,제주(184),X,31.4,30.4,28.1,25.8,71.0,O,경고,O,낮음
2025-07-03,진주(192),O,34.2,33.6,28.7,24.6,77.1,O,경고,X,낮음
2025-07-03,양평(202),X,31.3,31.3,27.4,24.7,77.6,O,경고,X,낮음
2025-07-03,이천(203),X,32.8,32.2,28.2,25.0,75.9,O,경고,X,낮음
2025-07-03,인제(211),X,30.1,30.2,27.2,25.0,,O,주의,X,낮음
2025-07-03,홍천(212),X,32.3,31.9,27.2,18.6,76.4,O,주의,X,낮음
2025-07-03,태백(216),X,30.6,30.9,26.6,22.2,64.4,X, ,X,낮음
2025-07-03,정선군(217),X,32.9,32.8,27.1,22.7,72.0,O,주의,X,낮음
2025-07-03,제천(221),X,31.4,30.9,26.5,23.3,82.5,O,주의,X,낮음
2025-07-03,보은(226),X,32.4,32.4,26.7,23.1,77.9,O,주의,X,낮음
2025-07-03,천안(232),X,32.2,31.7,27.2,24.2,80.9,O,주의,X,낮음
2025-07-03,보령(235),X,31.5,30.1,27.0,24.8,85.0,O,주의,O,낮음
2025-07-03,부여(236),X,32.5,32.1,27.5,24.0,78.4,O,경고,X,낮음
2025-07-03,금산(238),X,32.8,32.9,27.9,23.4,76.6,O,경고,X,낮음
2025-07-03,세종(239),X,32.3,32.0,27.5,23.9,73.5,O,경고,X,낮음
2025-07-03,부안(243),O,33.0,33.0,28.0,24.8,76.1,O,주의,X,낮음
2025-07-03,임실(244),X,32.9,33.1,27.7,24.3,76.3,O,주의,X,낮음
2025-07-03,정읍(245),O,34.2,34.2,28.5,24.3,76.0,O,경고,X,낮음
2025-07-03,남원(247),O,34.0,34.1,29.3,25.7,68.9,O,주의,X,낮음
2025-07-03,장수(248),X,32.1,32.2,26.7,22.7,77.3,O,주의,X,낮음
2025-07-03,영광군(252),O,33.1,32.9,28.1,24.7,73.3,O,주의,X,낮음
2025-07-03,김해시(253),O,36.0,35.0,29.1,24.9,77.8,O,경고,X,낮음
2025-07-03,순창군(254),O,33.7,34.7,28.9,24.7,66.9,O,주의,X,낮음
2025-07-03,양산시(257),O,36.0,36.3,29.9,25.5,73.9,O,경고,X,낮음
2025-07-03,강진군(259),O,33.9,34.6,28.6,24.3,75.6,O,주의,X,낮음
2025-07-03,장흥(260),O,33.6,33.8,27.9,23.3,76.3,O,경고,X,낮음
2025-07-03,해남(261),X,32.8,31.9,27.9,24.4,82.3,O,주의,X,낮음
2025-07-03,고흥(262),O,34.4,34.0,27.9,23.1,76.6,O,주의,X,낮음
2025-07-03,의령군(263),O,35.2,34.8,29.2,24.5,74.5,O,경고,X,낮음
2025-07-03,함양군(264),O,33.7,34.7,28.9,24.0,69.5,O,경고,X,낮음
2025-07-03,진도군ASOS(268),X,32.0,31.5,26.9,23.2,83.0,O,주의,O,낮음
2025-07-03,봉화(271),X,32.2,32.2,26.3,21.5,77.6,O,경고,X,낮음
2025-07-03,영주(272),X,32.1,31.8,27.0,23.6,79.4,O,주의,X,낮음
2025-07-03,문경(273),X,32.9,32.7,27.7,24.1,75.6,O,주의,X,낮음
2025-07-03,청송군(276),O,33.9,35.5,28.7,22.7,63.6,O,경고,X,낮음
2025-07-03,영덕(277),O,34.1,34.9,30.0,26.0,62.5,O,경고,O,낮음
2025-07-03,의성(278),O,34.4,35.1,29.0,24.0,72.5,O,경고,X,낮음
2025-07-03,구미(279),O,35.5,35.9,30.1,26.4,67.6,O,경고,X,낮음
2025-07-03,영천(281),O,35.0,35.7,29.6,24.2,70.4,O,경고,X,낮음
2025-07-03,경주시(283),O,36.5,37.0,30.8,25.4,69.8,O,경고,X,낮음
2025-07-03,거창(284),O,34.5,34.6,28.7,23.5,71.6,O,경고,X,낮음
2025-07-03,합천(285),O,35.2,36.9,30.5,25.2,69.3,O,경고,X,낮음
2025-07-03,밀양(288),O,36.5,37.1,30.8,26.5,70.3,O,경고,X,낮음
2025-07-03,산청(289),O,34.4,35.5,29.2,24.7,73.8,O,경고,X,낮음
2025-07-03,거제(294),X,32.2,32.1,27.7,24.8,74.8,O,주의,X,낮음
2025-07-03,남해(295),O,33.1,33.3,28.4,23.8,73.1,O,주의,X,낮음
2025-07-03,부천(433),X,30.6,30.2,26.2,24.5,77.0,O,주의,X,낮음
2025-07-03,안양(434),X,,31.3,27.5,25.5,,O,주의,O,낮음
2025-07-03,광명(437),O,33.2,33.3,28.3,26.2,74.0,O,주의,O,낮음
2025-07-03,군포(438),X,32.4,32.4,27.7,25.3,74.0,O,주의,X,낮음
2025-07-03,김포(441),X,,32.6,27.1,25.2,,X,관심,X,낮음
2025-07-03,하남(444),X,31.8,31.7,27.9,25.5,73.0,O,경고,X,낮음
2025-07-03,의왕(445),X,31.6,31.2,27.0,24.6,77.0,O,주의,X,낮음
2025-07-03,포천(504),X,32.2,31.5,27.5,25.4,81.0,O,주의,X,낮음
2025-07-03,가평조종(505),X,32.3,31.1,26.9,23.8,85.0,O,경고,X,낮음
2025-07-03,안성(516),O,33.4,33.1,28.0,24.0,78.0,O,경고,X,낮음
2025-07-03,간성(517),X,31.7,31.5,29.0,25.5,63.0,O,주의,O,낮음
2025-07-03,평창(526),X,31.7,31.1,26.0,22.3,79.0,X,관심,X,낮음
2025-07-03,의정부(532),X,32.3,31.4,27.9,25.5,77.0,O,주의,X,낮음
2025-07-03,횡성(536),X,31.6,31.4,26.9,23.6,79.0,O,주의,X,낮음
2025-07-03,고양(540),O,33.8,33.2,26.8,24.4,84.0,O,주의,X,낮음
2025-07-03,남양주(541),O,33.5,33.2,28.4,25.4,75.0,O,주의,O,낮음
2025-07-03,안산(545),O,33.5,32.5,27.3,24.1,84.0,O,주의,X,낮음
2025-07-03,경기광주(546),X,31.6,31.1,26.9,24.8,80.0,O,경고,X,낮음
2025-07-03,여주(548),X,32.5,32.1,28.3,25.0,73.0,O,경고,X,낮음
2025-07-03,용인(549),X,32.8,33.1,28.2,25.4,74.0,O,경고,X,낮음
2025-07-03,오산(550),X,32.5,32.1,27.5,23.7,77.0,O,주의,X,낮음
2025-07-03,평택(551),O,33.2,32.9,27.9,24.7,80.0,O,주의,X,낮음
2025-07-03,화천(555),X,32.2,31.1,26.6,22.6,83.0,O,주의,X,낮음
2025-07-03,양구(556),X,31.0,29.7,26.7,23.7,78.0,O,주의,X,낮음
2025-07-03,시흥(565),X,32.8,32.1,27.2,25.3,82.0,O,주의,X,낮음
2025-07-03,구리(569),O,33.0,33.4,28.1,25.6,73.0,O,주의,X,낮음
2025-07-03,화성(571),X,32.6,32.2,27.6,25.4,78.0,O,주의,X,낮음
2025-07-03,성남(572),X,32.0,31.7,27.9,26.0,74.0,O,주의,X,낮음
2025-07-03,과천(590),X,32.7,32.4,27.8,25.5,78.0,O,주의,O,낮음
2025-07-03,양주(598),X,32.8,31.9,27.3,24.8,83.0,O,주의,X,낮음
2025-07-03,단양(601),X,31.4,31.7,27.0,23.8,76.0,O,주의,X,낮음
2025-07-03,진천(602),X,32.0,31.9,27.4,24.1,76.0,O,주의,X,낮음
2025-07-03,괴산(603),X,32.6,32.7,27.5,23.5,75.0,O,주의,X,낮음
2025-07-03,옥천(604),O,33.5,33.4,28.3,23.1,71.0,O,경고,X,낮음
2025-07-03,홍북(608),X,,,,,,O,주의,X,낮음
2025-07-03,공주(612),X,32.8,32.6,27.8,24.0,73.0,O,경고,X,낮음
2025-07-03,서천(614),X,31.4,30.0,26.5,24.2,87.0,O,주의,X,낮음
2025-07-03,논산(615),X,32.3,32.4,27.6,24.9,74.0,O,경고,X,낮음
2025-07-03,당진(616),X,32.3,31.0,26.9,25.0,83.0,O,주의,X,낮음
2025-07-03,청양(618),O,33.3,33.3,26.7,22.1,80.0,O,주의,X,낮음
2025-07-03,음성(619),X,32.2,31.5,27.0,23.9,82.0,O,주의,X,낮음
2025-07-03,증평(623),X,32.0,32.3,27.8,24.4,72.0,O,주의,X,낮음
2025-07-03,태안(627),X,31.1,28.8,25.9,24.3,91.0,O,주의,X,낮음
2025-07-03,예산(628),X,32.1,31.4,27.5,24.2,78.0,O,주의,X,낮음
2025-07-03,아산(634),O,34.4,34.3,28.3,24.3,76.0,O,경고,X,낮음
2025-07-03,계룡(636),X,32.1,31.6,26.4,21.4,81.0,O,주의,X,낮음
2025-07-03,연천청산(652),X,31.9,31.2,26.9,24.3,81.0,O,주의,X,낮음
2025-07-03,양양(670),X,32.1,31.6,29.7,27.6,64.0,O,경고,O,낮음
2025-07-03,무안(699),O,33.2,33.0,27.6,23.8,79.0,O,주의,X,낮음
2025-07-03,무주(701),X,32.5,33.1,27.7,23.5,72.0,O,주의,X,낮음
2025-07-03,익산(702),O,33.5,33.2,28.2,25.4,76.0,O,주의,X,낮음
2025-07-03,진안(703),X,31.8,31.7,26.9,22.9,77.0,O,주의,X,낮음
2025-07-03,담양(706),O,34.2,33.8,28.3,24.6,79.0,O,경고,X,낮음
2025-07-03,구례(709),O,34.5,34.4,29.4,25.5,77.0,O,경고,X,낮음
2025-07-03,나주(710),O,33.8,33.8,28.0,23.8,77.0,O,경고,X,낮음
2025-07-03,순천시(712),O,33.7,33.3,29.0,25.1,73.0,O,경고,X,낮음
2025-07-03,광양읍(713),O,35.4,36.0,29.9,24.8,74.0,O,경고,X,낮음
2025-07-03,장성(730),O,33.6,34.4,28.8,24.6,72.0,O,경고,X,낮음
2025-07-03,영암(731),O,33.3,33.0,27.7,23.2,76.0,O,경고,X,낮음
2025-07-03,보성(732),O,33.0,33.3,26.5,21.8,79.0,O,경고,X,낮음
2025-07-03,완주(734),O,33.2,33.4,27.6,22.9,79.0,O,경고,X,낮음
2025-07-03,김제(737),O,33.7,32.8,27.7,24.9,83.0,O,경고,X,낮음
2025-07-03,화순(741),O,33.7,34.1,27.9,23.1,72.0,O,경고,X,낮음
2025-07-03,함평(754),O,33.3,34.0,28.0,23.8,76.0,O,주의,X,낮음
2025-07-03,곡성(768),O,34.2,34.8,28.6,23.4,76.0,O,경고,X,낮음
2025-07-03,압해도(789),X,32.3,31.0,27.0,24.8,84.0,O,주의,X,낮음
2025-07-03,영양(801),O,33.9,34.2,27.8,22.5,75.0,O,주의,X,낮음
2025-07-03,성주(810),O,34.9,34.8,29.3,25.1,75.0,O,경고,X,낮음
2025-07-03,고령(812),O,34.9,36.6,30.3,25.4,72.0,O,경고,X,낮음
2025-07-03,청도(813),O,34.7,35.7,29.9,25.3,74.0,O,경고,X,낮음
2025-07-03,예천(815),O,33.7,34.3,28.5,24.7,73.0,O,경고,X,낮음
2025-07-03,김천(822),O,34.6,34.7,28.8,23.9,72.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,군위(823),O,34.9,34.7,28.5,24.4,80.0,O,경고,X,낮음
2025-07-03,칠곡(825),O,35.3,34.8,29.9,26.0,78.0,O,경고,X,낮음
2025-07-03,경산(827),O,35.7,37.1,31.3,27.4,65.0,O,경고,O,낮음
2025-07-03,삼척(876),O,34.9,36.3,30.7,27.8,59.0,O,경고,O,낮음
2025-07-03,속초(90),X,31.8,31.9,28.8,26.9,63.0,O,주의,O,낮음
2025-07-03,삼천포(907),O,33.6,32.0,26.7,23.0,83.0,O,주의,X,낮음
2025-07-03,고성(918),O,33.0,32.1,27.4,24.1,84.0,O,주의,X,낮음
2025-07-03,창녕(919),O,36.0,36.4,30.9,26.5,69.0,O,경고,X,낮음
2025-07-03,함안(920),O,35.5,35.1,29.4,24.5,75.0,O,경고,X,낮음
2025-07-03,북춘천(93),X,32.8,31.9,27.8,24.6,79.8,O,주의,X,낮음
2025-07-03,하동(932),O,34.3,35.5,29.5,24.5,69.0,O,경고,X,낮음
2025-07-03,철원(95),X,31.6,30.2,26.4,23.0,87.1,O,주의,X,낮음
2025-07-03,동두천(98),X,31.9,30.6,26.8,24.9,87.8,O,주의,X,낮음
2025-07-03,파주(99),X,32.1,30.4,26.2,24.5,90.8,O,주의,X,낮음
2025-07-04,북강릉(104),X,30.7,30.5,28.0,25.1,64.4,O,경고,X,낮음
2025-07-04,동해(106),X,32.0,34.3,29.0,26.3,57.9,O,경고,O,낮음
2025-07-04,서울(108),X,31.1,30.0,27.2,25.7,77.0,O,주의,O,낮음
2025-07-04,인천(112),X,30.3,28.2,25.8,24.3,88.5,O,주의,O,낮음
2025-07-04,원주(114),X,30.5,29.3,26.7,23.3,75.0,O,주의,O,낮음
2025-07-04,울릉도(115),X,32.7,31.4,28.8,27.0,62.8,O,주의,O,낮음
2025-07-04,수원(119),X,30.7,29.6,26.6,24.3,77.1,O,주의,X,낮음
2025-07-04,영월(121),X,29.4,28.3,25.8,22.0,78.6,O,주의,X,낮음
2025-07-04,충주(127),X,30.9,30.2,27.0,23.1,72.8,O,경고,X,낮음
2025-07-04,서산(129),X,30.8,28.8,26.3,25.0,89.3,O,주의,O,낮음
2025-07-04,울진(130),X,32.4,33.5,30.5,28.2,52.5,O,경고,O,낮음
2025-07-04,청주(131),X,31.8,31.6,28.0,25.3,68.1,O,경고,O,낮음
2025-07-04,대전(133),X,32.0,31.4,27.9,24.6,72.1,O,경고,X,낮음
2025-07-04,추풍령(135),X,30.7,30.3,26.5,21.5,73.1,O,경고,X,낮음
2025-07-04,안동(136),X,32.1,32.3,27.5,23.5,71.1,O,경고,X,낮음
2025-07-04,상주(137),X,31.9,31.3,27.9,23.7,73.1,O,경고,O,낮음
2025-07-04,포항(138),O,33.0,35.6,31.1,27.4,54.9,O,경고,O,낮음
2025-07-04,군산(140),X,31.3,30.4,27.0,23.4,78.6,O,주의,X,낮음
2025-07-04,대구(143),O,33.0,35.5,30.2,25.7,56.1,O,경고,O,낮음
2025-07-04,전주(146),O,33.3,32.5,28.1,23.8,71.1,O,경고,O,낮음
2025-07-04,울산(152),X,32.5,34.9,29.6,24.6,59.1,X, ,O,낮음
2025-07-04,창원(155),O,33.1,32.6,27.9,24.1,76.8,O,경고,X,낮음
2025-07-04,광주(156),O,33.2,32.6,27.9,24.5,74.0,O,경고,X,낮음
2025-07-04,부산(159),X,31.4,30.8,27.6,25.6,73.4,X, ,O,낮음
2025-07-04,통영(162),X,31.2,30.7,26.8,23.6,70.8,O,주의,X,낮음
2025-07-04,목포(165),X,31.6,30.5,27.4,24.8,82.6,O,주의,O,낮음
2025-07-04,여수(168),X,30.3,28.7,26.4,24.5,82.9,O,경고,X,낮음
2025-07-04,흑산도(169),X,30.5,28.3,24.4,21.7,92.6,X, ,X,낮음
2025-07-04,완도(170),X,32.5,31.4,27.6,25.5,79.9,O,경고,O,낮음
2025-07-04,고창(172),X,32.3,31.6,27.4,24.1,78.5,O,주의,X,낮음
2025-07-04,제주(184),X,31.9,31.2,28.2,25.4,72.1,O,경고,O,낮음
2025-07-04,진주(192),O,33.3,32.7,27.6,22.7,77.6,O,경고,X,낮음
2025-07-04,양평(202),X,29.9,28.7,26.4,23.0,77.3,O,경고,X,낮음
2025-07-04,이천(203),X,31.4,30.3,26.8,23.1,80.0,O,경고,X,낮음
2025-07-04,인제(211),X,27.5,26.2,24.4,22.9,82.3,O,주의,X,낮음
2025-07-04,홍천(212),X,28.9,27.9,25.1,22.0,82.8,O,주의,X,낮음
